JKL,ATC ,INN,Zašti?eno ime leka,FO,Pakovanje i ja?ina  leka,Naziv proizvo?a?a leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
1103082,C09AA05,ramipril,VIVACE,tableta,"blister, 28 po 10 mg",Zdravlje a.d Leskovac; Actavis LTD.; Balkanpharma-Dupnitsa ad                          ,Republika Srbija; Malta; Bugarska       ,271.50,"2,5 mg",2.42,50.00,,
1103256,C09AA05,ramipril,AMPRIL,tableta,"blister, 30 po 2,5 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,116.50,"2,5 mg",3.88,50.00,,
1103260,C09AA05,ramipril,AMPRIL,tableta,"blister, 30 po 5mg","Krka, Tovarna Zdravil, d.d.",Slovenija,202.80,"2,5 mg",3.38,50.00,,
1103264,C09AA05,ramipril,AMPRIL,tableta,"blister, 30 po 10 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,290.90,2.5 mg,2.42,50.00,,
1103286,C09AA05,ramipril,PRILINDA,tableta,"blister, 28 po 2.5 mg",Hemofarm A.D,Republika Srbija,108.70,"2,5mg",3.88,50.00,,
1103287,C09AA05,ramipril,PRILINDA,tableta,"blister, 28 po 5 mg",Hemofarm A.D,Republika Srbija,189.30,"2,5mg",3.38,50.00,,
1103285,C09AA05,ramipril,PRILINDA,tableta,"blister, 28 po 10 mg",Hemofarm A.D,Republika Srbija,271.50,"2,5mg",2.42,50.00,,
1103026,C09AA05,ramipril,CORACE,tableta,"blister, 28 po 2,5mg",Actavis LTD; Actavis EHF; Balkanpharma-Dupnitsa AD,Malta; Island; Bugarska,108.70,"2,5 mg",3.88,50.00,,
1103025,C09AA05,ramipril,CORACE,tableta,"blister, 28 po 5mg",Actavis LTD; Actavis EHF; Balkanpharma-Dupnitsa AD,Malta; Island; Bugarska,189.30,"2,5 mg",3.38,50.00,,
1401503,C09BA02,"enalapril, hidrohlortiazid",PRILENAP H,tableta,"blister, 30 po (10 mg + 25 mg)",Hemofarm a.d.,Republika Srbija,264.80,1 tableta,8.83,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401499,C09BA02,"enalapril, hidrohlortiazid",PRILENAP HL,tableta,"blister, 30 po (10 mg + 12.5 mg)",Hemofarm a.d.,Republika Srbija,221.90,1 tableta,7.40,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401082,C09BA02,"enalapril, hidrohlortiazid",ENALAPRIL HCT,tableta,"blister, 30 po (20 mg + 12,5 mg)",Zdravlje a.d.,Republika Srbija,370.40,1 tableta,12.35,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401083,C09BA02,"enalapril, hidrohlortiazid",ENALAPRIL HCT,tableta,"blister, 30 po (20 mg + 6 mg)",Zdravlje a.d.,Republika Srbija,330.10,1 tableta,11.00,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401140,C09BA02,"enalapril, hidrohlortiazid",ENAP- H,tableta,"blister deljiv na pojedina?ne doze, 20 po (10mg+25mg)",Krka D.D.,Slovenija,176.50,1 tableta,8.83,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401175,C09BA02,"enalapril, hidrohlortiazid",ENAP- HL,tableta,"blister deljiv na pojedina?ne doze, 20 po (10mg+12,5mg)",Krka D.D.,Slovenija,147.90,1 tableta,7.40,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401020,C09BA02,"enalapril, hidrohlortiazid",ENALAPRIL HCT,tableta,"blister, 60 po (20 mg + 6 mg)",Zdravlje AD Leskovac,Republika Srbija,660.10,1 tableta,11.00,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401021,C09BA02,"enalapril, hidrohlortiazid",ENALAPRIL HCT,tableta,"blister, 60 po (20 mg + 12,5 mg)",Zdravlje AD Leskovac,Republika Srbija,740.80,1 tableta,12.35,50.00," Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401171,C09BA03,"lizinopril, hidrohlortiazid",LIZOPRIL H,tableta,"blister, 20 po (10 mg + 12,5 mg)",Bosnalijek d.d.,Bosna i Hercegovina,124.20,1 tableta,6.21,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401172,C09BA03,"lizinopril, hidrohlortiazid",LIZOPRIL H,tableta,"blister, 20 po (20 mg + 12,5 mg)",Bosnalijek d.d.,Bosna i Hercegovina,224.70,1 tableta,11.24,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401182,C09BA03,"lizinopril, hidrohlortiazid",SKOPRYL PLUS,tableta,"blister, 30 po (20 mg + 12,5 mg)",Alkaloid d.o.o. Beograd; Alkaloid ad Skopje,Republika Srbija; Republika Makedonija,337.10,1 tableta,11.24,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401922,C09BA03,"lizinopril, hidrohlortiazid",IRUZID,tableta,"blister, 30 po (10 mg + 12,5 mg)",Belupo Lijekovi i kozmetika d.d.,Hrvatska,186.30,1 tableta,6.21,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401923,C09BA03,"lizinopril, hidrohlortiazid",IRUZID,tableta,"blister, 30 po (20 mg + 25 mg)",Belupo Lijekovi i kozmetika d.d.,Hrvatska,427.30,1 tableta,14.24,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401992,C09BA03,"lizinopril, hidrohlortiazid",IRUZID,tableta,"blister, 30 po (20 mg + 12,5 mg)","Belupo, Lijekovi i kozmetika, d.d.",Hrvatska,337.10,1 tableta,11.24,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401131,C09BA05,"ramipril, hidrohlortiazid",AMPRIL HD,tableta,28 po (5 mg + 25 mg),"Krka, Tovarna Zdravil, d.d.",Slovenija,160.10,1 tableta,5.72,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401013,C09BA05,"ramipril, hidrohlortiazid",TRITACE COMP ,tableta,"blister, 28 po (5 mg + 25 mg)",Sanofi S.P.A.,Italija,160.10,1 tableta,5.72,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401012,C09BA05,"ramipril, hidrohlortiazid",TRITACE COMP LS,tableta,"blister, 28 po (2,5 mg + 12,5 mg)",Sanofi S.P.A.,Italija,131.70,1 tableta,4.70,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401908,C09BA05,"ramipril, hidrohlortiazid",VIVACE PLUS L,tableta,"blister, 28 po (2,5 mg + 12,5 mg)",Zdravlje a.d;       Actavis LTD.;    Actavis EHF,Republika Srbija;  Malta;        Island,131.70,1 tableta,4.70,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401909,C09BA05,"ramipril, hidrohlortiazid",VIVACE PLUS,tableta,"blister, 28 po (5 mg + 25 mg)",Zdravlje a.d;       Actavis LTD.;    Actavis EHF,Republika Srbija;  Malta;        Island,160.10,1 tableta,5.72,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401931,C09BA05,"ramipril, hidrohlortiazid",PRILINDA PLUS,tableta,"blister, 28 po (2,5 mg + 12,5 mg)",Hemofarm a.d.,Republika Srbija,131.70,1 tableta,4.70,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401932,C09BA05,"ramipril, hidrohlortiazid",PRILINDA PLUS,tableta,"blister, 28 po (5 mg + 25 mg)",Hemofarm a.d.,Republika Srbija,160.10,1 tableta,5.72,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1401130,C09BA05,"ramipril, hidrohlortiazid",AMPRIL- HL ,tablete,"blister, 28 po (2.5mg+12.5mg)","Krka, Tovarna Zdravil, d.d.",Slovenija,131.70,1 tableta,4.70,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1103028,C09BA05,"ramipril, hidrohlortiazid",CORACE PLUS,tableta,"blister, 28 po (2,5mg+12,5mg)",Actavis LTD; Actavis EHF; Balkanpharma-Dupnitsa AD,Malta; Island; Bugarska,131.70,1 tableta,4.70,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1103027,C09BA05,"ramipril, hidrohlortiazid",CORACE PLUS,tableta,"blister, 28 po (5mg+25mg)",Actavis LTD; Actavis EHF; Balkanpharma-Dupnitsa AD,Malta; Island; Bugarska,160.10,1 tableta,5.72,50.00,"Za le?enje arterijske hipertenzije ( I10 i I11 ) ukoliko se tromese?no le?enje pojedina?nim lekovima koji se koriste za le?enje hipertenzije, uklju?uju?i le?enje sa više pojedina?nih lekova istovremeno, pokazalo nedovoljno efikasno.",
1104512,C10AA01,simvastatin,CHOLIPAM,film tableta,"blister, 30 po 20 mg",Hemofarm a.d.,Republika Srbija,230.60,30 mg,11.53,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104513,C10AA01,simvastatin,CHOLIPAM,film tableta,"blister, 30 po 10 mg",Hemofarm a.d.,Republika Srbija,132.10,30 mg,13.21,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104490,C10AA01,simvastatin,VASILIP,film tableta,"blister, 28 po 10 mg","Krka, Tovarna Zdravil, d.d, ",Slovenija,123.30,30 mg,13.21,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104491,C10AA01,simvastatin,VASILIP,film tableta,"blister, 28 po 20 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,215.30,30 mg,11.53,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104492,C10AA01,simvastatin,VASILIP,film tableta,"blister, 28 po 40 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,353.10,30 mg,9.46,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104610,C10AA01,simvastatin,HOLLESTA,film tableta,"blister, 30 po 10 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,132.10,30 mg,13.21,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104611,C10AA01,simvastatin,HOLLESTA,film tableta,"blister, 30 po 20 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,230.60,30 mg,11.53,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104612,C10AA01,simvastatin,HOLLESTA,film tableta,"blister, 30 po 40 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,378.30,30 mg,9.46,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104482,C10AA03,pravastatin,PRAVACOR,tableta,"blister, 30 po 20 mg",PharmaSwiss d.o.o.,Republika Srbija,284.70,30 mg,14.24,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104483,C10AA03,pravastatin,PRAVACOR,tableta,"blister, 30 po 40 mg",PharmaSwiss d.o.o.,Republika Srbija,438.60,30 mg,10.97,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104485,C10AA03,pravastatin,PRALIP,tableta,"blister, 30 po 20 mg",Lek farmacevtska družba d.d.,Slovenija,284.70,30 mg,14.24,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104486,C10AA03,pravastatin,PRALIP,tableta,"blister, 30 po 40 mg",Lek farmacevtska družba d.d.,Slovenija,438.60,30 mg,10.97,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104125,C10AA05,atorvastatin,ATACOR,film tableta,"blister, 30 po 10 mg",Zdravlje a.d.,Republika Srbija,239.30,20 mg,15.95,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104126,C10AA05,atorvastatin,ATACOR,film tableta,"blister, 30 po 20 mg",Zdravlje a.d.,Republika Srbija,402.00,20 mg,13.40,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104127,C10AA05,atorvastatin,ATACOR,film tableta,"blister, 30 po 40 mg",Zdravlje a.d.,Republika Srbija,476.40,20 mg,7.94,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104520,C10AA05,atorvastatin,ATORIS,film tableta,"blister, 30 po 10 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,239.30,20 mg,15.95,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104522,C10AA05,atorvastatin,ATORIS,film tableta,"blister, 30 po 20 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,402.00,20 mg,13.40,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104524,C10AA05,atorvastatin,ATORIS,film tableta,"blister, 30 po 40 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,476.40,20 mg,7.94,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104759,C10AA05,atorvastatin,DISLIPAT,film tableta,"blister, 30 po 10 mg",Medico Uno d.o.o.,Republika Srbija,239.30,20 mg,15.95,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104760,C10AA05,atorvastatin,DISLIPAT,film tableta,"blister, 30 po 20 mg",Medico Uno d.o.o.,Republika Srbija,402.00,20 mg,13.40,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104551,C10AA05,atorvastatin,ATOLIP,film tableta,"blister, 30 po 10 mg",Galenika a.d.,Republika Srbija,239.30,20 mg,15.95,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104552,C10AA05,atorvastatin,ATOLIP,film tableta,"blister, 30 po 20 mg",Galenika a.d.,Republika Srbija,402.00,20 mg,13.40,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104794,C10AA05,atorvastatin,TOREZ,film tableta,"blister, 30 po 10mg",Alkaloid d.o.o Beograd; Alkaloid a.d. Skoplje;,Republika Srbija; Republika Makedonija,239.30,20mg,15.95,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104793,C10AA05,atorvastatin,TOREZ,film tableta,"blister, 30 po 20mg",Alkaloid d.o.o Beograd; Alkaloid a.d. Skoplje;,Republika Srbija; Republika Makedonija,402.00,20mg,13.40,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104792,C10AA05,atorvastatin,TOREZ,film tableta,"blister, 30 po 40mg",Alkaloid d.o.o Beograd; Alkaloid a.d. Skoplje;,Republika Srbija; Republika Makedonija,476.40,20mg,7.94,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104787,C10AA05,atorvastatin,HYPOLIP,film tableta,"blister, 30 po 10mg",Hemofarm a.d.,Republika Srbija,239.30,20 mg,15.95,50.00, Porodi?na forma hiperlipidemije (E78.4).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104788,C10AA05,atorvastatin,HYPOLIP,film tableta,"blister, 30 po 20mg",Hemofarm a.d.,Republika Srbija,402.00,20 mg,13.40,50.00, Porodi?na forma hiperlipidemije (E78.4).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104789,C10AA05,atorvastatin,HYPOLIP,film tableta,"blister, 30 po 40mg",Hemofarm a.d.,Republika Srbija,476.40,20 mg,7.94,50.00, Porodi?na forma hiperlipidemije (E78.4).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104601,C10AA05,atorvastatin,TULIP,film tableta,"blister deljiv na pojedina?ne doze, 30 po 10 mg",Lek Farmacevtska Družba D.D.,Slovenija,239.30,20 mg,15.95,50.00, Porodi?na forma hiperlipidemije (E78.4).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104600,C10AA05,atorvastatin,TULIP,film tableta,"blister deljiv na pojedina?ne doze, 30 po 20 mg",Lek Farmacevtska Družba D.D.,Slovenija,402.00,20 mg,13.40,50.00, Porodi?na forma hiperlipidemije (E78.4).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104727,C10AA07,rosuvastatin,ROXERA,film tableta,"blister, 28 po 5 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,196.60,10 mg,14.04,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104725,C10AA07,rosuvastatin,ROXERA,film tableta,"blister, 28 po 10 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,446.90,10 mg,15.96,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104728,C10AA07,rosuvastatin,ROXERA,film tableta,"blister, 28 po 20 mg","Krka, Tovarna Zdravil, d.d. ",Slovenija,540.30,10 mg,9.65,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
1104726,C10AA07,rosuvastatin,ROXERA,film tableta,"blister, 28 po 40 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,527.20,10 mg,4.71,50.00, Porodi?na forma hiperlipidemije ( E78.4 ).       ,"   Lek se uvodi u terapiju na osnovu mišljenja Klinike za endokrine bolesti, dijabetes i bolesti metabolizma Klini?kog centra Srbije."
